Title,Rating,Genres,Tags,Url
Trolljegeren (2010) ,7.0,"Drama, Fantasy, Horror            ","['troll', 'secret government agency', 'found footage', 'secret government organization', 'cave']",https://www.imdb.com//title/tt1740707/
Uncle Peckerhead (2020) ,5.6,"Comedy, Horror, Music            ","['punk', 'cannibal', 'gore', 'hillbilly', 'roadtrip']",https://www.imdb.com//title/tt11695654/
Starry Eyes (2014) ,6.0,"Drama, Horror, Thriller            ","['casting couch', 'actress', 'casting', 'ambition', 'aspiring actress']",https://www.imdb.com//title/tt2793490/
Blair Witch (2016) ,5.0,"Horror, Mystery, Thriller            ","['witch', 'forest', 'subjective camera', 'found footage', 'woods']",https://www.imdb.com//title/tt1540011/
Les yeux sans visage (1960) ,7.7,"Drama, Horror            ","['captive woman', 'disfigured face', 'surgeon', 'experiment', 'face transplant']",https://www.imdb.com//title/tt0053459/
Army of the Dead (2021) ,None,"Action, Horror, Sci-Fi            ","['psychotronic film', 'las vegas nevada', 'zombie']",https://www.imdb.com//title/tt0993840/
What Keeps You Alive (2018) ,5.7,"Horror, Thriller            ","['female villain', 'emotionless woman', 'title spoken by character', 'emotional woman', 'death trap']",https://www.imdb.com//title/tt7073710/
Saw III (2006) ,6.2,"Horror, Mystery, Thriller            ","['female full frontal nudity', 'torture', 'female nudity', 'brutality', 'female frontal nudity']",https://www.imdb.com//title/tt0489270/
King Kong (1976) ,5.9,"Adventure, Horror            ","['remake', 'giant gorilla', 'stockholm syndrome', '1970s', 'expedition']",https://www.imdb.com//title/tt0074751/
Psycho II (1983) ,6.5,"Crime, Horror, Mystery            ","['norman bates', 'insanity', 'waitress', 'psychiatrist', 'mother son relationship']",https://www.imdb.com//title/tt0086154/
Dreamkatcher (2020) ,3.8,"Horror, Thriller            ",['boy'],https://www.imdb.com//title/tt10553210/
AVPR: Aliens vs Predator - Requiem (2007) ,4.7,"Action, Adventure, Fantasy            ","['predator', 'the predator character', 'murder of a pregnant woman', 'extraterrestrial', 'weapons fire']",https://www.imdb.com//title/tt0758730/
Tyler Perry's Boo 2! A Madea Halloween (2017) ,3.8,"Comedy, Drama, Horror            ","['chainsaw', 'sequel', 'second part', 'mable madea simmons character', 'madea series']",https://www.imdb.com//title/tt6217804/
The Possession of Hannah Grace (2018) ,5.2,"Horror, Mystery, Thriller            ","['demonic entity', 'demon', 'hospital', 'morgue', 'demonic possession']",https://www.imdb.com//title/tt5734576/
Bacurau (2019) ,7.5,"Adventure, Horror, Mystery            ","['village', 'male frontal nudity', 'male full frontal nudity', 'revenge', 'funeral']",https://www.imdb.com//title/tt2762506/
Absentia (I) (2011) ,5.8,"Drama, Horror, Mystery            ","['tunnel', 'dead in absentia', 'grief', 'missing husband', 'sister sister relationship']",https://www.imdb.com//title/tt1610996/
An American Werewolf in Paris (1997) ,5.1,"Comedy, Fantasy, Horror            ","['werewolf', 'full moon', 'breasts', 'female werewolf', 'animal attack']",https://www.imdb.com//title/tt0118604/
Anonymous Killers (2020) ,5.8,"Crime, Horror            ",[],https://www.imdb.com//title/tt3727948/
Dead Ringers (1988) ,7.3,"Drama, Horror, Thriller            ","['identical twins', 'mutated organ', 'downward spiral', 'gynecologist', ""impersonating one's identical twin brother""]",https://www.imdb.com//title/tt0094964/
House of Wax (1953) ,7.1,Horror            ,"['3d', '3 dimensional', 'national film registry', 'reference to anna held', 'reference to joan of arc']",https://www.imdb.com//title/tt0045888/
Underworld Awakening (2012) ,6.4,"Action, Fantasy, Horror            ","['vampire', 'selene character', 'woman fights a man', 'woman murders a man', 'murderess']",https://www.imdb.com//title/tt1496025/
Dracula (1958) ,7.3,"Drama, Horror            ","['vampire', 'castle', 'cross', '19th century', 'count dracula character']",https://www.imdb.com//title/tt0051554/
Doom: Annihilation (2019) ,3.6,"Action, Adventure, Horror            ","['based on video game', 'hell', 'gun', 'space marine', 'zombie']",https://www.imdb.com//title/tt8328716/
Dreamcatcher (2003) ,5.5,"Drama, Horror, Sci-Fi            ","['alien', 'derry maine', 'quarantine', 'mind palace', 'snowstorm']",https://www.imdb.com//title/tt0285531/
Byzantium (2012) ,6.5,"Drama, Fantasy, Horror            ","['vampire', 'female vampire', 'playing piano', 'female in a shower', 'decapitation']",https://www.imdb.com//title/tt1531901/
Night of the Living Dead (1990) ,6.9,Horror            ,"['biker', 'friends who live together', 'multiple cameos', 'bald zombie', 'leather jacket']",https://www.imdb.com//title/tt0100258/
Le pacte des loups (2001) ,7.0,"Action, Adventure, Drama            ","['beast', 'conspiracy', 'tricorne', 'fortuneteller', 'card game']",https://www.imdb.com//title/tt0237534/
Dr. Jekyll and Mr. Hyde (1941) ,6.8,"Drama, Horror, Sci-Fi            ","['experiment', 'doctor', 'potion', 'dr. jekyll and mr. hyde characters', 'five word title']",https://www.imdb.com//title/tt0033553/
Village of the Damned (1960) ,7.3,"Horror, Sci-Fi            ","['village', 'english', 'weird pregnancy', 'knocked out', 'mind reading']",https://www.imdb.com//title/tt0054443/
Trick or Treat (1986) ,5.8,"Comedy, Horror, Music            ","['halloween', 'heavy metal', 'sound played backwards', 'bully', 'trick or treaters']",https://www.imdb.com//title/tt0092112/
Unsane (2018) ,6.4,"Drama, Horror, Mystery            ","['mental institution', 'stalking', 'stalker', 'lesbian kiss', 'stabbed in the eye']",https://www.imdb.com//title/tt7153766/
Gothika (2003) ,5.8,"Horror, Mystery, Thriller            ","['psychiatrist', 'serial rape', 'mental hospital', 'murder of husband', 'prison']",https://www.imdb.com//title/tt0348836/
Prom Night (I) (2008) ,3.9,"Horror, Mystery            ","['prom', 'pedophilia', 'sexual predator', 'sex offender', 'child molester']",https://www.imdb.com//title/tt0926129/
Cell (I) (2016) ,4.3,"Action, Drama, Horror            ","['cell phone', 'signal', 'zombie apocalypse', 'survivor', 'artist']",https://www.imdb.com//title/tt0775440/
Intersect (2020) ,4.8,"Horror, Sci-Fi, Thriller            ","['time travel', 'lovecraft', 'time machine', 'miskatonic', 'cosmic horror']",https://www.imdb.com//title/tt4205718/
The Unborn (2009) ,4.8,"Drama, Horror, Mystery            ","['ball gag', 'implied nudity', 'girls locker room', 'white panties', 'panties']",https://www.imdb.com//title/tt1139668/
The Company of Wolves (1984) ,6.7,"Drama, Fantasy, Horror            ","['grandmother', 'werewolf', 'girl', 'dream', 'cult film']",https://www.imdb.com//title/tt0087075/
Assassination Nation (2018) ,5.9,"Action, Comedy, Crime            ","['tied feet', 'leg spreading', 'small town', 'satire', 'social satire']",https://www.imdb.com//title/tt6205872/
The Green Knight ,None,"Drama, Fantasy, Horror            ","['myth', 'middle ages', 'king arthur', 'medieval knight', 'based on true story']",https://www.imdb.com//title/tt9243804/
Tales from the Crypt: Demon Knight (1995) ,6.7,"Action, Fantasy, Horror            ","['loud sex', 'bus', 'gore', 'demon', 'church']",https://www.imdb.com//title/tt0114608/
The Houses October Built (2014) ,5.2,"Horror, Thriller            ","['haunt', 'road trip', 'haunted house', 'haunted house attraction', 'halloween']",https://www.imdb.com//title/tt1958043/
April Fool's Day (1986) ,6.2,"Horror, Mystery            ","['prank', 'characters murdered one by one', 'male unzips his zipper', ""april fool's day"", 'male underwear']",https://www.imdb.com//title/tt0090655/
Morgan (2016) ,5.8,"Action, Horror, Sci-Fi            ","['humanoid', 'biosynthetic creature', 'interrogation', 'violence', 'younger version of character']",https://www.imdb.com//title/tt4520364/
Mom and Dad (2017) ,5.5,"Comedy, Horror, Thriller            ","['high school', 'house', 'no ending', 'infanticide', 'husband wife relationship']",https://www.imdb.com//title/tt5462326/
The Wolf Man (1941) ,7.3,Horror            ,"['werewolf', 'gypsy', 'secret', 'full moon', 'monster']",https://www.imdb.com//title/tt0034398/
My Bloody Valentine (1981) ,6.3,"Horror, Mystery, Thriller            ","['slasher', 'slasher killer', 'characters killed one by one', 'canuxploitation', 'heart ripped out']",https://www.imdb.com//title/tt0082782/
The Possession (I) (2012) ,5.9,"Horror, Mystery, Thriller            ","['swarm of moths', 'sister sister relationship', 'possessed girl', 'dybbuk box', 'father daughter relationship']",https://www.imdb.com//title/tt0431021/
Sea Fever (2019) ,5.7,"Drama, Horror, Mystery            ","['strong female lead', 'fishing trawler', 'tentacled creature', 'sea monster', 'aquatic horror']",https://www.imdb.com//title/tt2716382/
The Wicker Man (2006) ,3.7,"Horror, Mystery, Thriller            ","['unintentional humor', 'feminism', 'folk horror', 'ritual mask', 'pagan ritual']",https://www.imdb.com//title/tt0450345/
The Haunting in Connecticut (2009) ,5.9,"Drama, Horror, Mystery            ","['cancer', 'funeral home', 'body hidden behind a wall', 'vomiting', 'financial problem']",https://www.imdb.com//title/tt0492044/
The Car (1977) ,6.2,"Action, Horror, Mystery            ","['killer car', 'car', 'sheriff', 'cemetery', 'desert']",https://www.imdb.com//title/tt0075809/
The Entity (1982) ,6.7,"Drama, Horror            ","['female nudity', 'based on novel', 'rape', 'parapsychologist', 'female frontal nudity']",https://www.imdb.com//title/tt0082334/
Lords of Chaos (2018) ,6.5,"Biography, Drama, Horror            ","['oslo norway', 'bergen norway', 'reference to scorpions the band', 'female topless nudity', 'inspired by true events']",https://www.imdb.com//title/tt4669296/
Tales from the Hood (1995) ,6.4,"Crime, Drama, Horror            ","['revenge from beyond the grave', 'killer doll', 'civil rights activist', 'murder cover up', 'horror host']",https://www.imdb.com//title/tt0114609/
Bumperkleef (2019) ,5.8,"Horror, Thriller            ","['killer', 'serial killer', 'police', 'murder', 'car']",https://www.imdb.com//title/tt9015188/
V/H/S (2012) ,5.8,"Horror, Thriller            ","['female frontal nudity', 'filmed killing', 'found footage', 'anthology', 'male full frontal nudity']",https://www.imdb.com//title/tt2105044/
The VelociPastor (2018) ,5.1,"Action, Adventure, Comedy            ","['driving montage', 'vietnam flashback', 'foot shot', 'flashback to entire movie', 'eyepatch over glasses']",https://www.imdb.com//title/tt1843303/
Exorcist II: The Heretic (1977) ,3.8,Horror            ,"['demon', 'priest', 'teenage girl', 'exorcism', 'african man']",https://www.imdb.com//title/tt0076009/
Nosferatu: Phantom der Nacht (1979) ,7.5,"Drama, Horror            ","['vampire', 'castle', 'plague', 'transylvania', 'rat']",https://www.imdb.com//title/tt0079641/
Leatherface: Texas Chainsaw Massacre III (1990) ,5.1,"Horror, Thriller            ","['gas station', 'shotgun', 'survivalist', 'leatherface', 'gas station attendant']",https://www.imdb.com//title/tt0099994/
Ringu (1998) ,7.2,"Horror, Mystery            ","['videotape', 'vhs tape', 'well', 'haunted video tape', 'investigation']",https://www.imdb.com//title/tt0178868/
Grave Encounters (2011) ,6.1,"Horror, Mystery            ","['found footage', 'characters murdered one by one', 'crying man', 'crying woman', 'murder']",https://www.imdb.com//title/tt1703199/
The Farm (I) (2018) ,3.7,Horror            ,['cannibalism'],https://www.imdb.com//title/tt7959500/
Mayhem (2017) ,6.4,"Action, Comedy, Horror            ","['bare breasts', 'violence', 'sex in public', 'blood', 'punching']",https://www.imdb.com//title/tt4348012/
Abraham Lincoln: Vampire Hunter (2012) ,5.9,"Action, Fantasy, Horror            ","['vampire hunter', 'undead', 'shopkeeper', 'abraham lincoln character', 'vampire']",https://www.imdb.com//title/tt1611224/
The Fly (1958) ,7.1,"Drama, Horror, Sci-Fi            ","['science gone wrong', '1950s', 'psychotronic film', '1930s to 2020s', 'fly']",https://www.imdb.com//title/tt0051622/
Dracula: Dead and Loving It (1995) ,5.9,"Comedy, Fantasy, Horror            ","['dracula', 'vampire', '19th century', 'insane asylum', '1890s']",https://www.imdb.com//title/tt0112896/
Fright Night Part 2 (1988) ,5.9,"Comedy, Horror, Thriller            ","['vampire', 'sequel', 'eating an insect', 'neighbor', 'femme fatale']",https://www.imdb.com//title/tt0097390/
Night of the Creeps (1986) ,6.8,"Comedy, Horror, Sci-Fi            ","['alien', 'survival', 'zombie', 'prologue', 'slug']",https://www.imdb.com//title/tt0091630/
I Am the Pretty Thing That Lives in the House (2016) ,4.5,"Drama, Horror, Mystery            ","['haunted house', 'nurse', 'deformity', 'apparition', 'heart attack']",https://www.imdb.com//title/tt5059406/
El espinazo del diablo (2001) ,7.4,"Drama, Horror            ","['orphanage', 'spanish civil war', 'sex', 'gold bar', 'gold']",https://www.imdb.com//title/tt0256009/
What Ever Happened to Baby Jane? (1962) ,8.1,"Drama, Horror, Thriller            ","['sibling rivalry', 'child star', 'psychological horror', 'wheelchair', 'cult film']",https://www.imdb.com//title/tt0056687/
Girlhouse (2014) ,5.5,"Horror, Thriller            ","['slasher killer', 'home invasion', 'video camera', 'psychopath', 'masked killer']",https://www.imdb.com//title/tt2577172/
Once Bitten (1985) ,5.5,"Comedy, Drama, Fantasy            ","['vampire', 'halloween', 'blood', 'drinking blood', 'aging']",https://www.imdb.com//title/tt0089730/
The Adventures of Ichabod and Mr. Toad (1949) ,7.0,"Animation, Comedy, Family            ","['headless horseman', 'thought bubble', 'bowler hat', 'gun battle', 'monocle']",https://www.imdb.com//title/tt0041094/
Them! (1954) ,7.2,"Horror, Sci-Fi            ","['new mexico', 'mutation', 'gigantic monster', 'post nuclear', 'creature feature']",https://www.imdb.com//title/tt0047573/
Daybreakers (2009) ,6.4,"Action, Adventure, Fantasy            ","['vampire nation', 'supernatural', 'vampire', 'blood', 'vampire society']",https://www.imdb.com//title/tt0433362/
Paranormal Activity 2 (2010) ,5.6,"Horror, Mystery            ","['no music', 'supernatural horror', 'found footage', 'ends with text', 'text narration']",https://www.imdb.com//title/tt1536044/
A Haunted House (2013) ,5.0,"Comedy, Fantasy, Horror            ","['parody', 'priest', 'spoof', 'psychic', 'female nudity']",https://www.imdb.com//title/tt2243537/
Let It Snow (2020) ,4.2,"Horror, Thriller            ","['fiance', 'snow', 'woman in bathtub', 'blonde', 'couple']",https://www.imdb.com//title/tt11272898/
Saw IV (2007) ,5.9,"Horror, Mystery, Thriller            ","['serial rapist', 'ex wife', 'tied to a chair', 'bound and gagged', 'brutality']",https://www.imdb.com//title/tt0890870/
Maximum Overdrive (1986) ,5.5,"Action, Comedy, Horror            ","['semi truck driving itself', 'vending machine', 'inanimate object comes to life', 'driverless truck', 'animate object']",https://www.imdb.com//title/tt0091499/
Das Cabinet des Dr. Caligari (1920) ,8.1,"Fantasy, Horror, Mystery            ","['somnambulist', 'somnambulism', 'character name in title', 'expressionism', 'murder of friend']",https://www.imdb.com//title/tt0010323/
Kindred (2020) ,None,"Drama, Horror, Mystery            ",[],https://www.imdb.com//title/tt9742392/
Black Death (2010) ,6.4,"Action, Drama, History            ","['bubonic plague', 'middle ages', 'witch hunt', 'monk', 'black death']",https://www.imdb.com//title/tt1181791/
The Gate (1987) ,6.1,"Fantasy, Horror            ","['child protagonist', 'friendship between boys', 'boy', 'monster', 'supernatural power']",https://www.imdb.com//title/tt0093075/
Paranormal Activity 3 (2011) ,5.8,"Horror, Mystery            ","['looking at oneself in a mirror', 'no music', 'younger version of character', '1980s', 'supernatural power']",https://www.imdb.com//title/tt1778304/
