Title,Rating,Genres,Tags,Url
El silencio de la ciudad blanca (2019) ,5.2,"Action, Adventure, Crime            ","['vitoria', 'basque country', 'police', 'investigation', 'flashback']",https://www.imdb.com//title/tt8393332/
Phantoms (1998) ,5.5,"Horror, Sci-Fi, Thriller            ","['oil', 'quarantine', 'devil', 'hazmat suit', 'eaten alive']",https://www.imdb.com//title/tt0119891/
Reaptown (2020) ,3.7,Horror            ,[],https://www.imdb.com//title/tt11638714/
The Cyclops (1957) ,4.5,"Horror, Sci-Fi            ","['kaiju', 'psychotronic film', 'actual animal killed', 'mexico', 'creature feature']",https://www.imdb.com//title/tt0050281/
Black Water (2007) ,5.9,"Action, Adventure, Drama            ","['boat', 'crocodile', 'australia', 'song', ""children's music""]",https://www.imdb.com//title/tt0816436/
Frontière(s) (2007) ,6.2,Horror            ,"['achilles tendon cut', 'child uses guna ', 'child', 'bisexual', 'bisexuality']",https://www.imdb.com//title/tt0814685/
The Jack in the Box (2019) ,4.2,Horror            ,"['doll', 'clown', 'evil clown', 'evil toy']",https://www.imdb.com//title/tt10645682/
Brainscan (1994) ,6.1,"Comedy, Horror, Sci-Fi            ","['murder', 'teenager', 'computer game', 'computer', 'surprise ending']",https://www.imdb.com//title/tt0109327/
I Still See You (2018) ,5.8,"Fantasy, Horror, Sci-Fi            ","['apocalyptic event', 'ghost', 'dead', 'high school', 'young adult']",https://www.imdb.com//title/tt2160105/
Night of the Demons 2 (1994) ,6.0,"Comedy, Fantasy, Horror            ","['old dark house', 'demoness', 'halloween party', 'monster', 'holy water']",https://www.imdb.com//title/tt0110667/
Orca (1977) ,5.8,"Adventure, Drama, Horror            ","['creature feature', 'grindhouse film', 'drive in classic', 'murder', 'blood']",https://www.imdb.com//title/tt0076504/
The Curse of Sleeping Beauty (2016) ,4.2,"Fantasy, Horror, Mystery            ","['sleeping beauty character', 'based on comic book', 'painter', 'sleep paralysis', 'therapist']",https://www.imdb.com//title/tt4118606/
Rogue (2007) ,6.2,"Action, Adventure, Drama            ","['wildlife', 'travel', 'ozploitation', 'salt water crocodile', 'outback']",https://www.imdb.com//title/tt0479528/
Boys from County Hell (2020) ,7.3,"Comedy, Horror            ",['night'],https://www.imdb.com//title/tt10262380/
Knucklebones (2016) ,3.6,Horror            ,"['topless', 'carnival', 'abandoned factory', 'blood', 'monster']",https://www.imdb.com//title/tt3204254/
Sleepaway Camp III: Teenage Wasteland (1989) ,5.2,"Comedy, Horror            ","['female serial killer', 'camp', 'sex scene', 'public nudity', 'female frontal nudity']",https://www.imdb.com//title/tt0096119/
Two on a Guillotine (1965) ,6.1,"Mystery, Horror            ","['psychotronic film', 'reference to marie antoinette', 'white rabbit', 'eccentric', 'funeral']",https://www.imdb.com//title/tt0059837/
The Reef (2010) ,5.8,"Adventure, Drama, Horror            ","['shark', 'boat', 'australian horror', 'capsized boat', 'underwater scene']",https://www.imdb.com//title/tt1320291/
The Unknown (1927) ,7.8,"Drama, Horror, Romance            ","['aphephobia', 'knife thrower', 'unrequited love', 'muscleman', 'armless man']",https://www.imdb.com//title/tt0018528/
The Head Hunter (2018) ,5.3,"Fantasy, Horror            ","['dark fantasy', 'revenge', 'warrior', 'exploitation', 'demon']",https://www.imdb.com//title/tt6469548/
House of the Dead (2003) ,2.0,"Action, Adventure, Horror            ","['scantily clad female', 'nudity', 'female rear nudity', 'female frontal nudity', 'blonde']",https://www.imdb.com//title/tt0317676/
Angst (I) (1983) ,7.3,"Drama, Horror, Thriller            ","['female stockinged legs', 'black pantyhose', 'pantyhose', 'maniac', 'home invasion']",https://www.imdb.com//title/tt0165623/
Hell House LLC II: The Abaddon Hotel (2018) ,5.5,"Horror, Mystery            ","['pseudo documentary', 'found footage', 'sequel']",https://www.imdb.com//title/tt8707374/
Turbo Kid (2015) ,6.7,"Action, Adventure, Comedy            ","['wasteland', 'blue blood', 'robot', 'riding a bicycle', 'unicorn']",https://www.imdb.com//title/tt3672742/
Boogeyman (2005) ,4.2,"Drama, Horror, Mystery            ","['childhood', 'fear', 'boogeyman', 'closet', 'night terrors']",https://www.imdb.com//title/tt0357507/
Ratu Ilmu Hitam (2019) ,6.8,"Horror, Mystery, Thriller            ","['orphanage', 'black magic', 'supernatural', 'terror', 'gun pointed at face']",https://www.imdb.com//title/tt10656188/
Burnt Offerings (1976) ,6.5,"Horror, Mystery, Thriller            ","['possession', 'obsession', 'summer vacation', 'old house', 'house']",https://www.imdb.com//title/tt0074258/
Jacob's Ladder (2019) ,3.4,"Drama, Horror, Mystery            ","['remake', 'psychological thriller', 'afghanistan', 'horror movie remake', 'psychological horror']",https://www.imdb.com//title/tt3016748/
Dark Was the Night (2014) ,5.6,"Drama, Horror, Thriller            ","['wendigo', 'suspense', 'creature', 'animal attack', 'animal tracks']",https://www.imdb.com//title/tt2251281/
Piercing (2018) ,5.6,"Horror, Mystery, Thriller            ","['titillation', 'prostitute', 'sex scene', 'doggystyle', 'masturbation']",https://www.imdb.com//title/tt6516314/
Ilsa the Tigress of Siberia (1977) ,4.9,Horror            ,"['sequel', 'five word title', 'ilsa character', 'grindhouse film', 'exploitation']",https://www.imdb.com//title/tt0078398/
Street Trash (1987) ,6.1,"Comedy, Horror            ","['liquor', 'junkyard', 'melting', 'homelessness', 'foot chase']",https://www.imdb.com//title/tt0094057/
The Reaping (2007) ,5.6,"Horror, Thriller            ","['belly button', 'footprint', 'woman wears a gas mask', 'biblical plague', 'plague']",https://www.imdb.com//title/tt0444682/
It's Alive (1974) ,5.8,Horror            ,"['body horror', 'rampage', 'villain', 'claim in title', 'motherhood']",https://www.imdb.com//title/tt0071675/
The Grudge 2 (2006) ,5.1,"Horror, Thriller            ","['ghost', 'schoolgirl', 'haunted house', 'cat', 'urinating in fear']",https://www.imdb.com//title/tt0433386/
Ecologia del delitto (1971) ,6.6,"Horror, Mystery, Thriller            ","['killing someone in a wheelchair', 'inheritance', 'murder', 'teenager', 'serial murder']",https://www.imdb.com//title/tt0067656/
Berberian Sound Studio (2012) ,6.2,"Drama, Horror, Thriller            ","['foley artist', 'sound recordist', 'sound recording', 'movie studio', 'casting couch']",https://www.imdb.com//title/tt1833844/
The Shed (I) (2019) ,4.6,"Drama, Horror            ",['school'],https://www.imdb.com//title/tt8236366/
Warlock (1989) ,6.3,"Action, Fantasy, Horror            ","['good versus evil', 'evil man', 'warlock', 'supernatural power', 'los angeles california']",https://www.imdb.com//title/tt0098622/
Await Further Instructions (2018) ,4.8,"Horror, Mystery, Sci-Fi            ","['family relationship', 'one place scenario', 'male objectification', 'fight', 'pregnant']",https://www.imdb.com//title/tt4971408/
La bête (1975) ,5.7,"Drama, Fantasy, Horror            ","['surrealism', 'sex scene', 'interspecies sex', 'bare breasts', 'nipples visible through clothing']",https://www.imdb.com//title/tt0072752/
The Apparition (2012) ,4.1,"Horror, Thriller            ","['lovecraftian', 'supernatural power', 'psychotronic film', 'jump scare', 'grindhouse film']",https://www.imdb.com//title/tt1433822/
The Keep (1983) ,5.8,"Drama, Fantasy, Horror            ","['demon', 'nazi', 'jew', 'dark fantasy', 'surrealism']",https://www.imdb.com//title/tt0085780/
Tideland (2005) ,6.5,"Drama, Fantasy, Horror            ","[""doll's head"", 'imagination', 'finger puppet', 'abandoned house', 'reference to alice in wonderland']",https://www.imdb.com//title/tt0410764/
Pyewacket (2017) ,5.8,"Drama, Horror, Mystery            ","['one word title', 'written by director', 'female protagonist', 'mother daughter relationship', 'widow']",https://www.imdb.com//title/tt5119116/
The Breed (2006) ,5.1,"Action, Comedy, Horror            ","['island', 'cabin in the woods', 'animal attack', 'survival', 'dog']",https://www.imdb.com//title/tt0455362/
Dead & Buried (1981) ,6.6,"Horror, Mystery            ","['extreme violence', 'zombie', 'murder investigation', 'screaming', 'photographer']",https://www.imdb.com//title/tt0082242/
The Master Cleanse (2016) ,5.3,"Comedy, Drama, Fantasy            ","['blood', 'body horror', 'heart broken', 'trauma', 'darkness']",https://www.imdb.com//title/tt3734354/
The Forever Purge (2021) ,None,"Action, Horror, Sci-Fi            ",[],https://www.imdb.com//title/tt10327252/
The Mutilator (1984) ,5.3,"Horror, Thriller            ","['walking on a beach', 'teenager', ""car won't start"", 'skinny dipping', 'characters murdered one by one']",https://www.imdb.com//title/tt0124014/
Chernobyl Diaries (2012) ,5.0,"Horror, Mystery, Thriller            ","['abandoned city', 'abandoned building', 'chernobyl disaster', 'chernobyl ukraine', 'city name in title']",https://www.imdb.com//title/tt1991245/
The Little Vampire 3D (2017) ,5.4,"Animation, Adventure, Comedy            ","['vampire', 'vampire hunter', 'brother brother relationship', 'father son relationship', '313 year old']",https://www.imdb.com//title/tt4729560/
Primal Rage (2018) ,4.9,"Action, Adventure, Horror            ","['native american', 'cryptid', 'sasquatch', 'bow and arrow', 'hunting party']",https://www.imdb.com//title/tt5688868/
Attack of the Unknown (2020) ,5.0,"Action, Horror, Sci-Fi            ","['swat team', 'police', 'alien', 'extraterrestrial', 'old west']",https://www.imdb.com//title/tt8804580/
Incarnate (2016) ,5.3,"Horror, Thriller            ","['mother son relationship', 'possession', 'exorcism', 'wheelchair', 'homeless person']",https://www.imdb.com//title/tt3216348/
The Driller Killer (1979) ,5.1,"Drama, Horror, Thriller            ","['new york city', 'power drill', 'homelessness', 'homeless man', 'dead rabbit']",https://www.imdb.com//title/tt0079082/
Death Line (1972) ,6.0,Horror            ,"['subway', 'rampage', 'police inspector', 'interrogation', 'serial killer']",https://www.imdb.com//title/tt0068458/
P2 (2007) ,5.9,"Crime, Horror, Thriller            ","['tied to a chair', 'christmas eve', 'locked in a room', 'obsession', 'parking garage']",https://www.imdb.com//title/tt0804516/
Hell Night (1981) ,5.8,"Horror, Thriller            ","['slasher', 'decapitation', 'unhelpful police', 'initiation', 'robin hood costume']",https://www.imdb.com//title/tt0082511/
Bride of Re-Animator (1990) ,6.3,"Comedy, Horror, Sci-Fi            ","['reanimated corpse', 'black comedy', 'serum', 'peru', 'civil war']",https://www.imdb.com//title/tt0099180/
Saturn 3 (1980) ,5.2,"Adventure, Horror, Sci-Fi            ","['killer robot', 'female frontal nudity', 'camp', 'space ship', 'malfunctioning android']",https://www.imdb.com//title/tt0079285/
Hobo with a Shotgun (2011) ,6.1,"Action, Comedy, Horror            ","['vigilante', 'shotgun', 'hobo', 'rampage', 'gore']",https://www.imdb.com//title/tt1640459/
Necronomicon (1993) ,5.8,Horror            ,"['h.p. lovecraft', 'woman in jeopardy', 'abusive stepfather', 'older man younger woman', 'severed arm']",https://www.imdb.com//title/tt0107664/
Siberia (2020) ,5.2,"Drama, Fantasy, Horror            ","['male frontal nudity', 'male nudity', 'violence', 'wilderness']",https://www.imdb.com//title/tt4687856/
Wolfen (1981) ,6.3,"Horror, Thriller            ","['wolf hunt', 'native american man', 'manhattan new york city', 'shape shifter', 'metamorphosis']",https://www.imdb.com//title/tt0083336/
The Town That Dreaded Sundown (1976) ,6.0,"Crime, Drama, Horror            ","['lovers lane', 'masked killer', 'serial killer', 'stalking', 'cult film']",https://www.imdb.com//title/tt0075342/
Patient Zero (I) (2018) ,4.5,"Action, Drama, Horror            ","['infected', 'patient', 'experiment', 'zombie', 'wife']",https://www.imdb.com//title/tt3458254/
Universal Soldier: Day of Reckoning (2012) ,5.0,"Action, Horror, Mystery            ","['murder of a nude man', 'murder of a nude woman', 'cringe', 'male frontal nudity', 'attacked with an axe']",https://www.imdb.com//title/tt1659343/
Kaidan (1964) ,8.0,"Drama, Fantasy, Horror            ","['anthology', 'snow', 'samurai', 'promise', 'spirit']",https://www.imdb.com//title/tt0058279/
A Night of Horror: Nightmare Radio (2019) ,5.1,"Horror, Mystery            ",['radio'],https://www.imdb.com//title/tt10756374/
Tales from the Crypt (1972) ,7.0,"Drama, Horror, Mystery            ","['killer santa claus', 'anthology', 'catacomb', ""the monkey's paw"", 'based on comic book']",https://www.imdb.com//title/tt0069341/
Hagazussa (2017) ,5.9,"Drama, Horror            ","['folk horror', 'rural', 'woods', 'paranoia', '15th century']",https://www.imdb.com//title/tt7323600/
Stephanie (I) (2017) ,5.8,"Horror, Mystery            ","['alone', 'dead brother', 'nightmare', 'little girl', 'child living alone']",https://www.imdb.com//title/tt3829378/
Córki dancingu (2015) ,6.3,"Drama, Fantasy, Horror            ","['love triangle', 'bisexual', 'vampiric', 'coming of age', 'siren']",https://www.imdb.com//title/tt5278832/
Come True (2020) ,7.1,"Horror, Sci-Fi            ",[],https://www.imdb.com//title/tt7026488/
The Devil Inside (2012) ,4.2,Horror            ,"['found footage', 'exorcism', 'exorcist', 'demonic possession', 'no ending']",https://www.imdb.com//title/tt1560985/
Sebelum Iblis Menjemput (2018) ,6.0,Horror            ,"['hospital', 'witchcraft', 'voodoo doll', 'old house', 'demon']",https://www.imdb.com//title/tt8765496/
Q (1982) ,6.0,"Crime, Horror, Mystery            ","['manhattan new york city', 'monster', 'one letter title', 'giant egg', 'giant monster']",https://www.imdb.com//title/tt0084556/
Cherry Falls (2000) ,5.2,"Horror, Mystery, Thriller            ","['high school', 'virginity', 'slasher', 'sheriff', 'father daughter relationship']",https://www.imdb.com//title/tt0175526/
Clinical (2017) ,5.1,"Horror, Thriller            ","['psychiatrist patient relationship', 'psychological', 'christmas', 'christmas horror', 'netflix']",https://www.imdb.com//title/tt5577742/
Dismissed (2017) ,5.7,"Drama, Horror, Thriller            ",['close up of eyes'],https://www.imdb.com//title/tt5039994/
The Inheritance (I) (2020) ,None,"Horror, Mystery, Thriller            ",['inheritance'],https://www.imdb.com//title/tt10204512/
Happy Birthday to Me (1981) ,6.1,"Horror, Mystery, Thriller            ","['victim invited to dinner', 'video nasty', 'psychotronic film', 'canuxploitation', 'slasher']",https://www.imdb.com//title/tt0082498/
Grave Encounters 2 (2012) ,5.1,"Horror, Mystery            ","['found footage', 'memory', 'memory lapse', 'hallucination', 'hearing voices']",https://www.imdb.com//title/tt2231554/
Sky Sharks (2020) ,5.0,"Comedy, Horror, Sci-Fi            ","['ensemble cast', 'ensemble comedy', 'flying shark', 'splatter', 'splatter comedy']",https://www.imdb.com//title/tt3977848/
A Bucket of Blood (1959) ,6.7,"Comedy, Crime, Horror            ","['sculptor', 'dead cat', 'beatnik', 'suicide by hanging', 'statue of a cat']",https://www.imdb.com//title/tt0052655/
Shut In (2015) ,5.7,"Drama, Horror, Thriller            ","['agoraphobia', 'home invasion', 'tied feet', 'hidden room', 'basement stairs']",https://www.imdb.com//title/tt4009278/
Inbred (2011) ,5.2,"Comedy, Horror            ","['hixploitation', 'severed foot', 'torture', 'pub', 'england']",https://www.imdb.com//title/tt1723124/
The House on Sorority Row (1982) ,6.0,"Horror, Mystery, Thriller            ","['female nudity', 'serial killer', 'sorority', 'interrupted sex', 'cult film']",https://www.imdb.com//title/tt0085694/
The ABCs of Death (2012) ,4.7,"Comedy, Horror            ","['anthology', 'killing an animal', 'animal cruelty', 'male objectification', 'masturbation competition']",https://www.imdb.com//title/tt1935896/
Death Ship (1980) ,4.9,"Adventure, Horror, Mystery            ","['nazi', 'psychotronic film', 'nazisploitation', 'exploitation', 'canuxploitation']",https://www.imdb.com//title/tt0080603/
Viy (1967) ,7.4,"Drama, Fantasy, Horror            ","['folk horror', 'theology student', 'church', 'witch', 'seminarian']",https://www.imdb.com//title/tt0062453/
Witchfinder General (1968) ,6.8,"Biography, Drama, Horror            ","['witch', 'burned alive', 'torture', 'priest', 'england']",https://www.imdb.com//title/tt0063285/
The Bridge Curse (2020) ,5.3,"Horror, Mystery, Thriller            ","['ghost', 'urban legend', 'university campus']",https://www.imdb.com//title/tt11242242/
Fried Barry (2020) ,6.2,"Comedy, Horror, Sci-Fi            ",[],https://www.imdb.com//title/tt9102084/
Ultimo mondo cannibale (1977) ,6.0,"Adventure, Horror            ","['breasts', 'stripped naked', 'cannibal', 'plane', 'pilot']",https://www.imdb.com//title/tt0078437/
Deadgirl (2008) ,5.6,Horror            ,"['necrophilia', 'zombie sexuality', 'sex with a zombie', 'zombie love', 'sex slave']",https://www.imdb.com//title/tt0896534/
John Dies at the End (2012) ,6.4,"Comedy, Fantasy, Horror            ","['multiple dimensions', 'male friendship', 'cult film', 'mind altering drug', 'bullet time']",https://www.imdb.com//title/tt1783732/
Resident Evil: Vendetta (2017) ,6.3,"Animation, Action, Adventure            ","['resident evil', 'based on game', 'anime', 'third part', 'sequel']",https://www.imdb.com//title/tt5776208/
Phantasm II (1988) ,6.5,"Action, Fantasy, Horror            ","['sequel', 'second part', 'number in title', 'funeral home', 'coffin']",https://www.imdb.com//title/tt0095863/
Dominion: Prequel to the Exorcist (2005) ,5.2,"Drama, Horror, Thriller            ","['year 1947', 'year 1944', '1940s', 'supernatural horror', 'cgi animal in live action title']",https://www.imdb.com//title/tt0449086/
12 Feet Deep (2017) ,5.5,"Horror, Thriller            ","['swimming pool', 'caucasian', 'water', 'ring', 'number in title']",https://www.imdb.com//title/tt5143226/
Graveyard Shift (1990) ,5.0,Horror            ,"['drifter', 'rat', 'foreman', 'based on short story', 'water hose']",https://www.imdb.com//title/tt0099697/
The Hidden (1987) ,7.0,"Horror, Sci-Fi, Thriller            ","['city', 'alien pretending to be human', 'crime spree', 'alien', 'alien parasite']",https://www.imdb.com//title/tt0093185/
The Other Side of the Door (2016) ,5.3,Horror            ,"['india', 'ghost', 'shaman', 'death of son', 'temple']",https://www.imdb.com//title/tt3702652/
Tesis (1996) ,7.4,"Horror, Mystery, Thriller            ","['oral sex', 'giallo esque', 'male in a shower', 'man wears eyeglasses', 'boy wears eyeglasses']",https://www.imdb.com//title/tt0117883/
Noroi (2005) ,7.0,"Horror, Mystery, Thriller            ","['looking at the camera', 'talking to the camera', 'disappearance', 'found footage', 'mockumentary']",https://www.imdb.com//title/tt0930083/
Dracula Has Risen from the Grave (1968) ,6.6,"Drama, Fantasy, Horror            ","['count dracula character', 'psychotronic film', '1930s to 2020s', 'monsignor', 'castle']",https://www.imdb.com//title/tt0062909/
Bigfoot: Path of the Beast (2020) ,3.7,Horror            ,['revenge'],https://www.imdb.com//title/tt11151696/
The Tall Man (2012) ,5.9,"Crime, Drama, Horror            ","['nurse', 'disappearance', 'urban legend', 'washington state', 'written by director']",https://www.imdb.com//title/tt1658837/
Non si sevizia un paperino (1972) ,7.1,"Horror, Mystery, Thriller            ","['giallo', 'gore', 'sacrilege', 'unknown murderer', 'murder']",https://www.imdb.com//title/tt0069019/
The Dentist (1996) ,5.3,Horror            ,"['married man', 'blond hair', 'sadistic psychopath', 'dentist', 'graphic violence']",https://www.imdb.com//title/tt0116075/
Mother's Day (I) (2010) ,6.3,"Drama, Horror, Thriller            ","['dysfunctional family', 'overbearing mother', 'manipulation', 'desperation', 'revenge']",https://www.imdb.com//title/tt1434435/
Room for Rent (2019) ,5.5,"Horror, Mystery, Thriller            ","['female psychopath', 'room for rent', 'old woman', 'widow', 'psychopath']",https://www.imdb.com//title/tt6747818/
The Assent (2019) ,4.1,"Horror, Thriller            ","['exorcism', 'possession', 'asian american', 'mexican american', 'schizophrenia']",https://www.imdb.com//title/tt9612982/
Le foto di Gioia (1987) ,5.7,"Horror, Mystery, Thriller            ","['giallo', 'sleazy giallo', 'female full frontal nudity', 'male full rear nudity', 'thai massage']",https://www.imdb.com//title/tt0093043/
The Houses October Built 2 (2017) ,5.1,Horror            ,"['haunted house attraction', 'haunt', 'blonde', 'clown', 'backwood slasher']",https://www.imdb.com//title/tt7068818/
Critters 3 (1991) ,4.4,"Comedy, Horror, Sci-Fi            ","['monster', 'alien', 'apartment building', 'third part', 'sequel']",https://www.imdb.com//title/tt0101627/
Kristy (2014) ,5.9,"Horror, Thriller            ","['cell phone video', 'cell phone', 'serial killers', 'evil cult', 'thanksgiving']",https://www.imdb.com//title/tt2027136/
See No Evil 2 (2014) ,4.7,"Action, Horror, Thriller            ","['no survivors', 'blood splatter', 'head bashed in', 'gore', 'dead body']",https://www.imdb.com//title/tt3106120/
Wolfman (II) ,None,Horror            ,['curse'],https://www.imdb.com//title/tt12435032/
Tsumetai nettaigyo (2010) ,7.1,"Crime, Drama, Horror            ","['having sex with skirt hiked up', 'sexual pleasure', 'miniskirt', 'female nudity', 'forced sex']",https://www.imdb.com//title/tt1632547/
An Affair to Die For (2019) ,4.8,"Horror, Thriller            ","['rough sex', 'cheating wife', 'doggystyle sex', 'sex with blindfolded woman', 'woman tied to bed during sex']",https://www.imdb.com//title/tt8620646/
Late Phases (2014) ,6.0,Horror            ,"['veteran', 'blind', 'dog', 'neighbourhood', 'werewolf']",https://www.imdb.com//title/tt2420756/
The Woman in Black 2: Angel of Death (2014) ,4.8,"Drama, Horror, Thriller            ","['ghost', 'london air raid', 'little girl', 'sequel to remake', 'ghost story']",https://www.imdb.com//title/tt2339741/
Split Second (1992) ,6.2,"Action, Crime, Horror            ","['serial killer', 'london england', 'global warming', 'creature', 'water']",https://www.imdb.com//title/tt0105459/
Dead of Night (1974) ,6.6,"Drama, Horror, Thriller            ","['undead', 'hitchhiker', 'psychotronic film', 'grindhouse film', 'cult film']",https://www.imdb.com//title/tt0068457/
Onibaba (1964) ,8.0,"Drama, Horror            ","['mask', 'folk horror', 'grass', 'female jealousy', 'japanese new wave']",https://www.imdb.com//title/tt0058430/
14 Cameras (2018) ,4.5,"Crime, Drama, Horror            ","['tied feet', 'tied up while barefoot', 'tape over mouth', 'hidden camera', 'smoking a joint']",https://www.imdb.com//title/tt7476438/
Frankenhooker (1990) ,6.2,"Comedy, Horror, Sci-Fi            ","['prostitute', 'prostitution', 'scene before opening credits', 'hooker', 'psychotronic film']",https://www.imdb.com//title/tt0099611/
Cockneys vs Zombies (2012) ,5.9,"Action, Comedy, Horror            ","['bank robber', 'zombie apocalypse', 'zombie', 'zombie comedy', 'zombie attack']",https://www.imdb.com//title/tt1362058/
The Comedy of Terrors (1963) ,6.7,"Comedy, Horror            ","['psychotronic film', 'undertaker', 'animal in cast credits', 'unhappy marriage', 'sword']",https://www.imdb.com//title/tt0056943/
Five Nights at Freddy's ,None,"Horror, Sci-Fi            ","['restaurant', 'videogames']",https://www.imdb.com//title/tt4589218/
Rattlesnake (2019) ,4.6,"Drama, Horror, Mystery            ","['single mother', 'roadtrip', 'rattlesnake bite', 'deal with the devil', 'sunset']",https://www.imdb.com//title/tt9257484/
Alone in the Dark (1982) ,6.1,"Horror, Thriller            ","['serial murderer', 'serial killer', 'woman in jeopardy', 'female frontal nudity', 'female victim']",https://www.imdb.com//title/tt0083542/
The Burrowers (2008) ,5.7,"Horror, Thriller, Western            ","['horror western', 'pool of blood', 'coconut cake', 'no opening credits', 'missing person']",https://www.imdb.com//title/tt0445939/
Housebound (2014) ,6.8,"Comedy, Horror, Mystery            ","['slapstick comedy', 'low budget film', 'female protagonist', 'exploding head', 'haunted house']",https://www.imdb.com//title/tt3504048/
Prisoners of the Ghostland (2020) ,None,"Action, Horror, Thriller            ",['rescue'],https://www.imdb.com//title/tt6372694/
The House That Dripped Blood (1971) ,6.6,Horror            ,"['anthology', 'horror anthology', 'occult', 'wax museum', 'mansion']",https://www.imdb.com//title/tt0065854/
Raising Cain (1992) ,6.1,"Crime, Drama, Horror            ","['psychologist', 'long tracking shot', 'psychology', 'hitchcockian', 'psychopath']",https://www.imdb.com//title/tt0105217/
Visions (II) (2015) ,5.3,"Drama, Horror, Mystery            ","['new home', 'hallucination', 'pregnancy', 'vineyard', 'husband wife relationship']",https://www.imdb.com//title/tt2954474/
Venom (2005) ,4.6,Horror            ,"['voodoo', 'louisiana', 'undead', 'swamp', 'snake']",https://www.imdb.com//title/tt0428251/
Blind (III) (2019) ,5.8,"Drama, Horror, Thriller            ","['blindness', 'house', 'killer', 'mask', 'los angeles california']",https://www.imdb.com//title/tt10504904/
Piranha Part Two: The Spawning (1981) ,3.7,"Drama, Horror, Romance            ","['directorial debut', 'sequel', 'killer fish', 'psychotronic film', 'caribbean island']",https://www.imdb.com//title/tt0082910/
Eerie (2018) ,4.7,"Horror, Mystery, Thriller            ","['religious horror', 'gothic', 'suspense', 'ghost', 'murder mystery']",https://www.imdb.com//title/tt8723216/
The New Daughter (2009) ,5.3,"Horror, Thriller            ","['mound', 'ant farm', 'indian burial ground', 'shotgun', 'father daughter relationship']",https://www.imdb.com//title/tt0951335/
The Terror of Hallow's Eve (2017) ,5.1,"Drama, Horror, Thriller            ","['halloween', 'psychotronic film']",https://www.imdb.com//title/tt5183500/
Memorîzu (1995) ,7.6,"Animation, Comedy, Fantasy            ","['animated anthology', 'violence', 'space station', 'hallucination', 'memory']",https://www.imdb.com//title/tt0113799/
Virus (1999) ,5.0,"Action, Horror, Sci-Fi            ","['russian', 'ship', 'storm', 'alien', 'sea']",https://www.imdb.com//title/tt0120458/
Life After Beth (2014) ,5.6,"Comedy, Fantasy, Horror            ","['zombie girlfriend', 'female zombie', 'sex with a zombie', 'zombie apocalypse', 'kissing a zombie']",https://www.imdb.com//title/tt2581244/
White Noise (I) (2005) ,5.5,"Drama, Horror, Mystery            ","['supernatural horror', 'tape over mouth', 'river', 'obsession', 'architect']",https://www.imdb.com//title/tt0375210/
"Slugs, muerte viscosa (1988) ",5.2,Horror            ,"['slug', 'male nudity', 'alcohol abuse', 'pollution', 'eaten by an animal']",https://www.imdb.com//title/tt0093995/
Fear Pharm (2020) ,4.0,Horror            ,"['halloween', 'corn maze', 'skin', 'mask', 'severed arm']",https://www.imdb.com//title/tt9191844/
Leprechaun: Origins (2014) ,3.2,"Fantasy, Horror            ","['ireland', 'vacation', 'decapitation', 'death of boyfriend', 'leaving someone behind']",https://www.imdb.com//title/tt2345613/
Vengeance (I) (2019) ,5.6,Horror            ,"['friday the 13th', 'slasher', 'fan film', 'jarvis character', 'reference to tommy jarvis']",https://www.imdb.com//title/tt8773662/
Hatchet III (2013) ,5.7,"Action, Comedy, Horror            ","['nihilism', 'surgical hairnet', 'slasher', 'tree trunk', 'supernatural']",https://www.imdb.com//title/tt1870419/
Vampyres (1974) ,6.1,Horror            ,"['vampire', 'lesbian vampire', 'sadism', 'erotica', 'blood']",https://www.imdb.com//title/tt0072354/
Ganja & Hess (1973) ,6.3,"Drama, Fantasy, Horror            ","['female nudity', 'vampire', 'male nudity', 'male full frontal nudity', 'african american']",https://www.imdb.com//title/tt0068619/
Corporate Animals (2019) ,4.3,"Comedy, Horror            ","['male frontal nudity', 'male nudity', 'male full frontal nudity', 'pubic hair', 'male pubic hair']",https://www.imdb.com//title/tt8366502/
Outpost (2008) ,5.8,"Action, Horror, Sci-Fi            ","['nazi zombie', 'mercenary', 'ex soldier', 'bar', 'nazi']",https://www.imdb.com//title/tt0892899/
Two Heads Creek (2019) ,5.2,"Comedy, Horror, Thriller            ","['immigration', 'severed penis', 'adoption', 'three word title', 'brother sister relationship']",https://www.imdb.com//title/tt6515200/
Cutting Class (1989) ,4.4,"Comedy, Crime, Horror            ","['male objectification', 'woman in jeopardy', ""girls' locker room"", 'hands covering breasts', 'panties']",https://www.imdb.com//title/tt0097136/
Pandemic (2016) ,4.4,"Action, Horror, Sci-Fi            ","['pandemic', 'found footage', 'survival', 'rescue', 'zombie']",https://www.imdb.com//title/tt3774802/
The Disappointments Room (2016) ,3.9,"Drama, Horror, Thriller            ","['cat', 'blood', 'pulled from theater', 'attic', 'baby']",https://www.imdb.com//title/tt2364897/
Point of Terror (1971) ,3.9,"Drama, Horror, Mystery            ","['big breasts', 'breast', 'breasts', 'grindhouse film', 'drive in classic']",https://www.imdb.com//title/tt0067594/
Yôjû toshi (1987) ,6.7,"Animation, Fantasy, Horror            ","['neo noir', 'demon', 'surrealism', 'nudity', 'female fighter']",https://www.imdb.com//title/tt0098692/
8 (II) (2019) ,6.5,Horror            ,['soul'],https://www.imdb.com//title/tt7320482/
